measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Canada,Both,All Ages,Chronic respiratory diseases,Number,2003,3036968.1258,3236028.69715,2848348.97808
Prevalence,Canada,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.10425488997,0.111033517606,0.0977020864504
Prevalence,Canada,Both,All Ages,Chronic respiratory diseases,Rate,2003,9761.99218233,10401.8499816,9155.697164
Prevalence,Portugal,Both,All Ages,Chronic respiratory diseases,Number,2004,1396040.2752,1533669.55921,1297951.25264
Prevalence,Portugal,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.137233002359,0.150666939815,0.127506776397
Prevalence,Portugal,Both,All Ages,Chronic respiratory diseases,Rate,2004,13063.9698257,14351.8874061,12146.0650534
Prevalence,New Zealand,Both,All Ages,Chronic respiratory diseases,Number,2004,437774.786313,477337.519024,399712.376333
Prevalence,New Zealand,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.120002489116,0.130717942593,0.109670743531
Prevalence,New Zealand,Both,All Ages,Chronic respiratory diseases,Rate,2004,10994.2007713,11987.7724435,10038.3079464
Prevalence,Iceland,Both,All Ages,Chronic respiratory diseases,Number,2003,38758.3128833,41724.5140966,35753.9697411
Prevalence,Iceland,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.142851931182,0.153978415176,0.132035124009
Prevalence,Iceland,Both,All Ages,Chronic respiratory diseases,Rate,2003,13437.4031674,14465.777175799998,12395.8054545
Prevalence,United States,Both,All Ages,Cardiovascular diseases,Number,2003,28671871.1298,29741251.2054,27684202.6163
Prevalence,United States,Both,All Ages,Cardiovascular diseases,Percent,2003,0.10682572023,0.110969160466,0.10309858652
Prevalence,United States,Both,All Ages,Cardiovascular diseases,Rate,2003,9929.12907449,10299.4576363,9587.097397900001
Prevalence,Malawi,Both,All Ages,Cardiovascular diseases,Number,2004,397254.73041,411974.90734,382293.852184
Prevalence,Malawi,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0328801631923,0.0341036264506,0.0316559977294
Prevalence,Malawi,Both,All Ages,Cardiovascular diseases,Rate,2004,3223.3299347999996,3342.7696376299996,3101.93717861
Prevalence,Mauritania,Both,All Ages,Chronic respiratory diseases,Number,2003,155516.678847,175568.37891,137689.918708
Prevalence,Mauritania,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.0567820414166,0.0639752781228,0.0502516716608
Prevalence,Mauritania,Both,All Ages,Chronic respiratory diseases,Rate,2003,5538.87874386,6253.0396691,4903.96123188
Prevalence,Kazakhstan,Both,All Ages,Chronic respiratory diseases,Number,2004,1046326.46847,1124286.29476,975918.642897
Prevalence,Kazakhstan,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0711955621873,0.0765894895764,0.0664593673312
Prevalence,Kazakhstan,Both,All Ages,Chronic respiratory diseases,Rate,2004,6832.81688101,7341.917274789999,6373.0332536099995
Prevalence,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2004,959612.954439,1035354.26686,889449.991733
Prevalence,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0868378803314,0.0938058811678,0.0805905261617
Prevalence,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2004,8355.36010255,9014.840507660001,7744.45044719
Prevalence,Kyrgyzstan,Both,All Ages,Chronic respiratory diseases,Number,2002,333216.197076,356336.225149,310209.739882
Prevalence,Kyrgyzstan,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0676169482384,0.0721021882456,0.0628405208154
Prevalence,Kyrgyzstan,Both,All Ages,Chronic respiratory diseases,Rate,2002,6510.931840679999,6962.68937304,6061.39344489
Prevalence,Cameroon,Both,All Ages,Cardiovascular diseases,Number,2004,517167.521232,539497.027623,494092.927765
Prevalence,Cameroon,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0297554543009,0.031043523657,0.0284308655932
Prevalence,Cameroon,Both,All Ages,Cardiovascular diseases,Rate,2004,2936.05161118,3062.82017364,2805.05305744
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Number,2003,2266144.88582,2472150.26613,2062777.78197
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.0728670784209,0.0795533375799,0.0663054375442
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Rate,2003,6880.27303855,7505.72875096,6262.8274329099995
Prevalence,Dominican Republic,Both,All Ages,Cardiovascular diseases,Number,2002,415264.835484,432448.615674,398013.658093
Prevalence,Dominican Republic,Both,All Ages,Cardiovascular diseases,Percent,2002,0.0483064193154,0.0503559952919,0.0462445642495
Prevalence,Dominican Republic,Both,All Ages,Cardiovascular diseases,Rate,2002,4651.55534472,4844.03806358,4458.31768157
Prevalence,Mongolia,Both,All Ages,Chronic respiratory diseases,Number,2002,134064.647577,146006.327161,122740.391744
Prevalence,Mongolia,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0557746989591,0.0606683067308,0.0510879658858
Prevalence,Mongolia,Both,All Ages,Chronic respiratory diseases,Rate,2002,5374.03234963,5852.71911424,4920.09525077
Prevalence,Portugal,Both,All Ages,Cardiovascular diseases,Number,2004,1078776.52175,1139585.91549,1019343.97348
Prevalence,Portugal,Both,All Ages,Cardiovascular diseases,Percent,2004,0.106045624766,0.112115283524,0.100255799907
Prevalence,Portugal,Both,All Ages,Cardiovascular diseases,Rate,2004,10095.0554072,10664.102088000001,9538.893073559999
Prevalence,Guatemala,Both,All Ages,Cardiovascular diseases,Number,2004,449260.339959,473490.252095,426045.558332
Prevalence,Guatemala,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0380947944259,0.0401696276432,0.0361055005844
Prevalence,Guatemala,Both,All Ages,Cardiovascular diseases,Rate,2004,3636.83143228,3832.97629133,3448.90421057
Prevalence,Cambodia,Both,All Ages,Cardiovascular diseases,Number,2003,437211.579199,455724.964769,420102.108381
Prevalence,Cambodia,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0337377553749,0.0351281317426,0.0323815305868
Prevalence,Cambodia,Both,All Ages,Cardiovascular diseases,Rate,2003,3315.22405791,3455.60465201,3185.48886339
Prevalence,Bolivia,Both,All Ages,Cardiovascular diseases,Number,2003,285604.191018,299738.178642,271941.853058
Prevalence,Bolivia,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0330812022172,0.0347286694441,0.0314690196239
Prevalence,Bolivia,Both,All Ages,Cardiovascular diseases,Rate,2003,3191.83380369,3349.79135788,3039.14727629
Prevalence,Slovakia,Both,All Ages,Chronic respiratory diseases,Number,2004,440309.024057,474292.830369,407575.408664
Prevalence,Slovakia,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0847968686732,0.0914316303389,0.0784384484579
Prevalence,Slovakia,Both,All Ages,Chronic respiratory diseases,Rate,2004,8171.73289738,8802.44127001,7564.22692511
Prevalence,United Arab Emirates,Both,All Ages,Cardiovascular diseases,Number,2003,115357.373805,119299.662267,111811.092059
Prevalence,United Arab Emirates,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0316622618481,0.0327889837184,0.0307001858991
Prevalence,United Arab Emirates,Both,All Ages,Cardiovascular diseases,Rate,2003,3024.59720548,3127.96150957,2931.61594643
Prevalence,Austria,Both,All Ages,Chronic respiratory diseases,Number,2002,1148046.85126,1220346.68447,1078665.54856
Prevalence,Austria,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.149527008151,0.158663488419,0.140427630895
Prevalence,Austria,Both,All Ages,Chronic respiratory diseases,Rate,2002,14189.5289328,15083.1340797,13331.9959838
Prevalence,Northern Mariana Islands,Both,All Ages,Cardiovascular diseases,Number,2003,2926.97271771,3058.20153219,2810.11564912
Prevalence,Northern Mariana Islands,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0461618288834,0.0482298365035,0.0443573235656
Prevalence,Northern Mariana Islands,Both,All Ages,Cardiovascular diseases,Rate,2003,4392.0988496,4589.01558942,4216.74778009
Prevalence,Mauritius,Both,All Ages,Cardiovascular diseases,Number,2004,78508.6826412,81943.2823887,75357.8332831
Prevalence,Mauritius,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0651868983242,0.0680840846685,0.0625806065231
Prevalence,Mauritius,Both,All Ages,Cardiovascular diseases,Rate,2004,6303.12372555,6578.872934790001,6050.1556120000005
Prevalence,Lebanon,Both,All Ages,Cardiovascular diseases,Number,2004,244426.294738,255671.744037,233294.607468
Prevalence,Lebanon,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0449117370169,0.047000237774,0.04285545286
Prevalence,Lebanon,Both,All Ages,Cardiovascular diseases,Rate,2004,4247.87206447,4443.3061522200005,4054.41504123
Prevalence,Lebanon,Both,All Ages,Chronic respiratory diseases,Number,2004,482114.990879,534659.419486,432044.244237
Prevalence,Lebanon,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0885836387057,0.0982121268208,0.0795221613539
Prevalence,Lebanon,Both,All Ages,Chronic respiratory diseases,Rate,2004,8378.65174782,9291.81868292,7508.47480497
Prevalence,Slovenia,Both,All Ages,Cardiovascular diseases,Number,2004,218382.663173,226070.83331,210936.952648
Prevalence,Slovenia,Both,All Ages,Cardiovascular diseases,Percent,2004,0.1135940248,0.117769108086,0.109662785995
Prevalence,Slovenia,Both,All Ages,Cardiovascular diseases,Rate,2004,10928.5808786,11313.3219928,10555.9732344
Prevalence,Vietnam,Both,All Ages,Cardiovascular diseases,Number,2002,3258294.42009,3415564.667,3110235.86785
Prevalence,Vietnam,Both,All Ages,Cardiovascular diseases,Percent,2002,0.0403932719992,0.0423184207597,0.0385530618023
Prevalence,Vietnam,Both,All Ages,Cardiovascular diseases,Rate,2002,3960.2231609399996,4151.37386558,3780.26861044
Prevalence,Vietnam,Both,All Ages,Chronic respiratory diseases,Number,2002,4635879.93965,5607957.93292,4159602.33414
Prevalence,Vietnam,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0574705593671,0.0695018647662,0.0516047902134
Prevalence,Vietnam,Both,All Ages,Chronic respiratory diseases,Rate,2002,5634.57955032,6816.0706272,5055.69828264
Prevalence,Ireland,Both,All Ages,Cardiovascular diseases,Number,2003,313298.612459,329429.831352,297731.803535
Prevalence,Ireland,Both,All Ages,Cardiovascular diseases,Percent,2003,0.082539203667,0.0868561215177,0.0785215533949
Prevalence,Ireland,Both,All Ages,Cardiovascular diseases,Rate,2003,7711.275492850001,8108.316105139999,7328.12680536
Prevalence,Slovenia,Both,All Ages,Chronic respiratory diseases,Number,2004,220503.63658,236163.528675,204789.186563
Prevalence,Slovenia,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.114696779566,0.122765233097,0.106465038018
Prevalence,Slovenia,Both,All Ages,Chronic respiratory diseases,Rate,2004,11034.721307,11818.3933935,10248.3189641
Prevalence,Burundi,Both,All Ages,Chronic respiratory diseases,Number,2003,359100.694743,405905.306788,317123.637499
Prevalence,Burundi,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.0538783698173,0.0608553592521,0.0475811735917
Prevalence,Burundi,Both,All Ages,Chronic respiratory diseases,Rate,2003,5285.767241420001,5974.70571667,4667.88775158
Prevalence,Chad,Both,All Ages,Cardiovascular diseases,Number,2002,263536.150866,274797.577436,252032.372519
Prevalence,Chad,Both,All Ages,Cardiovascular diseases,Percent,2002,0.0302733514433,0.0315661155626,0.0289580631823
Prevalence,Chad,Both,All Ages,Cardiovascular diseases,Rate,2002,2978.6206693599997,3105.90308522,2848.5990694800003
Prevalence,Tajikistan,Both,All Ages,Cardiovascular diseases,Number,2002,215302.793376,223021.224833,208185.301617
Prevalence,Tajikistan,Both,All Ages,Cardiovascular diseases,Percent,2002,0.0337693542595,0.0350019545516,0.0326474563209
Prevalence,Tajikistan,Both,All Ages,Cardiovascular diseases,Rate,2002,3268.06132343,3385.2186855200002,3160.02556982
Prevalence,Lesotho,Both,All Ages,Chronic respiratory diseases,Number,2003,125919.868541,136439.68904,116228.233075
Prevalence,Lesotho,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.0658597218028,0.0712891296772,0.0607961063992
Prevalence,Lesotho,Both,All Ages,Chronic respiratory diseases,Rate,2003,6412.407728159999,6948.12444269,5918.86593145
Prevalence,Nepal,Both,All Ages,Cardiovascular diseases,Number,2004,906319.714836,945960.966988,866635.004362
Prevalence,Nepal,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0360980555243,0.037691694923,0.0345177253345
Prevalence,Nepal,Both,All Ages,Cardiovascular diseases,Rate,2004,3548.11236198,3703.3022077899996,3392.75238303
Prevalence,Iceland,Both,All Ages,Cardiovascular diseases,Number,2003,23461.2375919,24583.945267,22379.9396175
Prevalence,Iceland,Both,All Ages,Cardiovascular diseases,Percent,2003,0.086472506875,0.0906684188991,0.0824575139828
Prevalence,Iceland,Both,All Ages,Cardiovascular diseases,Rate,2003,8133.94817459,8523.18791563,7759.065065780001
Prevalence,Brunei,Both,All Ages,Cardiovascular diseases,Number,2003,11085.8306642,11708.9613641,10514.1808399
Prevalence,Brunei,Both,All Ages,Cardiovascular diseases,Percent,2003,0.034510533115,0.0365072297311,0.0326612489519
Prevalence,Brunei,Both,All Ages,Cardiovascular diseases,Rate,2003,3143.80407796,3320.5162157100003,2981.691278
Prevalence,Seychelles,Both,All Ages,Cardiovascular diseases,Number,2002,4798.92792459,4982.2739958,4599.90898863
Prevalence,Seychelles,Both,All Ages,Cardiovascular diseases,Percent,2002,0.0597364204151,0.062130404059,0.0573395084067
Prevalence,Seychelles,Both,All Ages,Cardiovascular diseases,Rate,2002,5698.242133039999,5915.94707138,5461.92725106
Prevalence,Mexico,Both,All Ages,Chronic respiratory diseases,Number,2002,5452708.95365,5941431.74991,4951800.15104
Prevalence,Mexico,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0551659922524,0.0601662053568,0.0501640077034
Prevalence,Mexico,Both,All Ages,Chronic respiratory diseases,Rate,2002,5211.23091722,5678.310192399999,4732.50530376
Prevalence,Cape Verde,Both,All Ages,Cardiovascular diseases,Number,2004,22786.5979169,23990.1070749,21626.3020717
Prevalence,Cape Verde,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0500927137252,0.0528168147637,0.047512252047
Prevalence,Cape Verde,Both,All Ages,Cardiovascular diseases,Rate,2004,4783.7616416500005,5036.42335826,4540.17202035
Prevalence,Cape Verde,Both,All Ages,Chronic respiratory diseases,Number,2004,18740.4636439,21095.8915702,16538.4366664
Prevalence,Cape Verde,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.041197252221,0.0462994865979,0.0362611202472
Prevalence,Cape Verde,Both,All Ages,Chronic respiratory diseases,Rate,2004,3934.32628484,4428.81896008,3472.03822292
Prevalence,Burundi,Both,All Ages,Cardiovascular diseases,Number,2003,203702.135807,210985.903635,196063.315895
Prevalence,Burundi,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0305630116455,0.0316790057256,0.0294145691096
Prevalence,Burundi,Both,All Ages,Cardiovascular diseases,Rate,2003,2998.3848325,3105.59793997,2885.9455511300002
Prevalence,United Arab Emirates,Both,All Ages,Chronic respiratory diseases,Number,2003,360180.439394,392431.103929,330417.521134
Prevalence,United Arab Emirates,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.0988576002766,0.107491587044,0.0905906598976
Prevalence,United Arab Emirates,Both,All Ages,Chronic respiratory diseases,Rate,2003,9443.70276929,10289.294746700001,8663.337921979999
Prevalence,Grenada,Both,All Ages,Cardiovascular diseases,Number,2002,6040.72367309,6276.54350358,5804.23882098
Prevalence,Grenada,Both,All Ages,Cardiovascular diseases,Percent,2002,0.0590740492325,0.0615115791124,0.0567725848063
Prevalence,Grenada,Both,All Ages,Cardiovascular diseases,Rate,2002,5681.2162151600005,5903.00147092,5458.80551585
Prevalence,Rwanda,Both,All Ages,Cardiovascular diseases,Number,2002,222936.434042,231619.737023,214291.175895
Prevalence,Rwanda,Both,All Ages,Cardiovascular diseases,Percent,2002,0.026832218343,0.0279128795922,0.0257572490478
Prevalence,Rwanda,Both,All Ages,Cardiovascular diseases,Rate,2002,2626.8312055799997,2729.14544298,2524.96524555
Prevalence,American Samoa,Both,All Ages,Chronic respiratory diseases,Number,2002,6289.78970098,7110.41039491,5568.066279
Prevalence,American Samoa,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.113027037432,0.12765371796,0.100038041373
Prevalence,American Samoa,Both,All Ages,Chronic respiratory diseases,Rate,2002,10766.8069328,12171.5382508,9531.36709895
Prevalence,Czech Republic,Both,All Ages,Cardiovascular diseases,Number,2003,1299296.61016,1354697.37316,1243529.79127
Prevalence,Czech Republic,Both,All Ages,Cardiovascular diseases,Percent,2003,0.131704904034,0.137472928861,0.125885176552
Prevalence,Czech Republic,Both,All Ages,Cardiovascular diseases,Rate,2003,12687.8510262,13228.8488417,12143.2786132
Prevalence,Cameroon,Both,All Ages,Chronic respiratory diseases,Number,2004,874815.132624,969305.155512,787454.680354
Prevalence,Cameroon,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0503327399408,0.0557870927687,0.0452943516911
Prevalence,Cameroon,Both,All Ages,Chronic respiratory diseases,Rate,2004,4966.480442380001,5502.917037,4470.51968283
Prevalence,Belarus,Both,All Ages,Cardiovascular diseases,Number,2002,950744.074128,986754.398106,916823.41525
Prevalence,Belarus,Both,All Ages,Cardiovascular diseases,Percent,2002,0.0979448940697,0.101541813725,0.0944423557692
Prevalence,Belarus,Both,All Ages,Cardiovascular diseases,Rate,2002,9419.05338291,9775.808868549999,9083.0002794
Prevalence,Belarus,Both,All Ages,Chronic respiratory diseases,Number,2002,947046.057608,1012358.19858,878808.489454
Prevalence,Belarus,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0975635456017,0.10437326472,0.0907534449488
Prevalence,Belarus,Both,All Ages,Chronic respiratory diseases,Rate,2002,9382.4170094,10029.4665773,8706.38513641
Prevalence,Czech Republic,Both,All Ages,Chronic respiratory diseases,Number,2003,1017655.90188,1090780.44947,941848.788164
Prevalence,Czech Republic,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.103155823636,0.110544811636,0.0954467520726
Prevalence,Czech Republic,Both,All Ages,Chronic respiratory diseases,Rate,2003,9937.581902490001,10651.6554704,9197.31262287
Prevalence,Bolivia,Both,All Ages,Chronic respiratory diseases,Number,2003,764306.585123,881180.598276,668981.190094
Prevalence,Bolivia,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.0885263560218,0.101919915831,0.0775664127012
Prevalence,Bolivia,Both,All Ages,Chronic respiratory diseases,Rate,2003,8541.67995953,9847.83175173,7476.3495905400005
Prevalence,Thailand,Both,All Ages,Cardiovascular diseases,Number,2004,4097396.07657,4327573.27499,3886114.00022
Prevalence,Thailand,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0650664663298,0.0688098301293,0.0617082685105
Prevalence,Thailand,Both,All Ages,Cardiovascular diseases,Rate,2004,6309.97725423,6664.44942615,5984.60351171
Prevalence,Namibia,Both,All Ages,Cardiovascular diseases,Number,2003,69442.2190263,72223.9906376,66770.8692911
Prevalence,Namibia,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0371388889272,0.0386071051464,0.0356652485299
Prevalence,Namibia,Both,All Ages,Cardiovascular diseases,Rate,2003,3590.9271124399997,3734.7753252400003,3452.7889261100004
Prevalence,Grenada,Both,All Ages,Chronic respiratory diseases,Number,2002,8884.01300361,9923.96504031,7907.51208514
Prevalence,Grenada,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0868775707962,0.0970238830544,0.0774311536826
Prevalence,Grenada,Both,All Ages,Chronic respiratory diseases,Rate,2002,8355.290104830001,9333.35046542,7436.9046344299995
Prevalence,Cambodia,Both,All Ages,Chronic respiratory diseases,Number,2003,750165.585914,826852.718637,677132.45281
Prevalence,Cambodia,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.0578868856865,0.0637652793691,0.0522403708336
Prevalence,Cambodia,Both,All Ages,Chronic respiratory diseases,Rate,2003,5688.24595724,6269.73793831,5134.4609904
Prevalence,Thailand,Both,All Ages,Chronic respiratory diseases,Number,2004,4342765.04577,4684942.80235,4006632.82126
Prevalence,Thailand,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0689623979503,0.0743549044087,0.0637242037763
Prevalence,Thailand,Both,All Ages,Chronic respiratory diseases,Rate,2004,6687.84470606,7214.797390289999,6170.2021224499995
Prevalence,Kazakhstan,Both,All Ages,Cardiovascular diseases,Number,2004,944783.898415,980401.945302,909795.084114
Prevalence,Kazakhstan,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0642865227202,0.0667292879981,0.0619256302947
Prevalence,Kazakhstan,Both,All Ages,Cardiovascular diseases,Rate,2004,6169.71429524,6402.31052536,5941.22713736
Prevalence,Guatemala,Both,All Ages,Chronic respiratory diseases,Number,2004,726867.310961,815655.604798,640517.815108
Prevalence,Guatemala,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0616331493188,0.0690279832063,0.0542216725691
Prevalence,Guatemala,Both,All Ages,Chronic respiratory diseases,Rate,2004,5884.10248687,6602.85735821,5185.09005967
Prevalence,Palestine,Both,All Ages,Cardiovascular diseases,Number,2002,118656.077961,123691.969105,113624.291719
Prevalence,Palestine,Both,All Ages,Cardiovascular diseases,Percent,2002,0.0385585740607,0.0403059439993,0.0368406386822
Prevalence,Palestine,Both,All Ages,Cardiovascular diseases,Rate,2002,3636.12140671,3790.44229701,3481.9263078599997
Prevalence,Palestine,Both,All Ages,Chronic respiratory diseases,Number,2002,186703.877102,215598.363479,157839.104132
Prevalence,Palestine,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0606695979593,0.0697822444249,0.0513548364697
Prevalence,Palestine,Both,All Ages,Chronic respiratory diseases,Rate,2002,5721.39224481,6606.84086452,4836.85416888
Prevalence,Spain,Both,All Ages,Chronic respiratory diseases,Number,2004,4308136.55131,4547580.56381,4084730.54421
Prevalence,Spain,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.104728708331,0.110555249227,0.0991467432394
Prevalence,Spain,Both,All Ages,Chronic respiratory diseases,Rate,2004,9920.74862633,10472.1387296,9406.29073678
Prevalence,Puerto Rico,Both,All Ages,Chronic respiratory diseases,Number,2003,487330.186614,536271.644085,442206.370169
Prevalence,Puerto Rico,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.13135156527,0.144454131263,0.119449395858
Prevalence,Puerto Rico,Both,All Ages,Chronic respiratory diseases,Rate,2003,12550.870518000002,13811.3257751,11388.7361109
Prevalence,Cote d'Ivoire,Both,All Ages,Chronic respiratory diseases,Number,2002,982238.030941,1127753.98616,869981.531358
Prevalence,Cote d'Ivoire,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0552111917837,0.0633873398196,0.0489354290464
Prevalence,Cote d'Ivoire,Both,All Ages,Chronic respiratory diseases,Rate,2002,5445.83158638,6252.61707046,4823.44681614
Prevalence,Puerto Rico,Both,All Ages,Cardiovascular diseases,Number,2003,289056.345164,302299.450298,276227.784699
Prevalence,Puerto Rico,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0779121143941,0.0815437672526,0.0744314831104
Prevalence,Puerto Rico,Both,All Ages,Cardiovascular diseases,Rate,2003,7444.45729036,7785.5248096000005,7114.06609822
Prevalence,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2003,4058015.26812,4231716.63151,3870457.91965
Prevalence,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0306381517329,0.0319489631247,0.0292162503483
Prevalence,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2003,3033.04309801,3162.8710278099998,2892.85892332
Prevalence,Sudan,Both,All Ages,Cardiovascular diseases,Number,2004,1119171.09363,1166215.49815,1074901.85485
Prevalence,Sudan,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0389310901648,0.040547448274,0.0373796492652
Prevalence,Sudan,Both,All Ages,Cardiovascular diseases,Rate,2004,3803.97968238,3963.8801301400003,3653.5118175300004
Prevalence,Turkmenistan,Both,All Ages,Chronic respiratory diseases,Number,2002,225525.352605,244453.169118,206678.715793
Prevalence,Turkmenistan,Both,All Ages,Chronic respiratory diseases,Percent,2002,0.0551701465772,0.0597712601455,0.0506325163135
Prevalence,Turkmenistan,Both,All Ages,Chronic respiratory diseases,Rate,2002,5286.14335395,5729.79702886,4844.39246974
Prevalence,Peru,Both,All Ages,Cardiovascular diseases,Number,2003,1136193.22249,1192652.89927,1083082.10648
Prevalence,Peru,Both,All Ages,Cardiovascular diseases,Percent,2003,0.04421961353,0.0464217133345,0.0421655642178
Prevalence,Peru,Both,All Ages,Cardiovascular diseases,Rate,2003,4269.21633205,4481.36209161,4069.65270201
Prevalence,Honduras,Both,All Ages,Cardiovascular diseases,Number,2004,238389.400242,248273.103223,228602.519814
Prevalence,Honduras,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0359934463992,0.0375326914807,0.0344768565061
Prevalence,Honduras,Both,All Ages,Cardiovascular diseases,Rate,2004,3473.4335715400002,3617.44327041,3330.83461786
Prevalence,Japan,Both,All Ages,Cardiovascular diseases,Number,2003,12987027.5895,13619550.3952,12406462.7384
Prevalence,Japan,Both,All Ages,Cardiovascular diseases,Percent,2003,0.106629813858,0.112019492351,0.101956574812
Prevalence,Japan,Both,All Ages,Cardiovascular diseases,Rate,2003,10020.769036,10508.822587999999,9572.80615584
Prevalence,Chad,Both,All Ages,Chronic respiratory diseases,Number,2004,438312.926215,489533.848473,391834.875395
Prevalence,Chad,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0469699281689,0.0524029915752,0.0420102239179
Prevalence,Chad,Both,All Ages,Chronic respiratory diseases,Rate,2004,4620.02878684,5159.921911519999,4130.12780537
Prevalence,Kyrgyzstan,Both,All Ages,Chronic respiratory diseases,Number,2004,331843.090255,354864.939449,307440.139352
Prevalence,Kyrgyzstan,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0661051849323,0.0706716240914,0.0611006727469
Prevalence,Kyrgyzstan,Both,All Ages,Chronic respiratory diseases,Rate,2004,6361.861837410001,6803.22050394,5894.02566232
Prevalence,Timor-Leste,Both,All Ages,Chronic respiratory diseases,Number,2004,60863.8866808,68534.130026,54157.3830304
Prevalence,Timor-Leste,Both,All Ages,Chronic respiratory diseases,Percent,2004,0.0636615376616,0.0718978186902,0.0566410971754
Prevalence,Timor-Leste,Both,All Ages,Chronic respiratory diseases,Rate,2004,6227.17539408,7011.94207972,5541.01194331
Prevalence,Israel,Both,All Ages,Cardiovascular diseases,Number,2003,426038.431097,445821.281397,405846.10982
Prevalence,Israel,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0671474639762,0.0703226345605,0.0639664015531
Prevalence,Israel,Both,All Ages,Cardiovascular diseases,Rate,2003,6249.13752792,6539.3126464,5952.95628356
Prevalence,Israel,Both,All Ages,Chronic respiratory diseases,Number,2003,579879.525129,625744.760349,533967.31583
Prevalence,Israel,Both,All Ages,Chronic respiratory diseases,Percent,2003,0.0913929843883,0.0985809212904,0.0841434434072
Prevalence,Israel,Both,All Ages,Chronic respiratory diseases,Rate,2003,8505.68079696,9178.432693789999,7832.239883720001
Prevalence,Vanuatu,Both,All Ages,Cardiovascular diseases,Number,2003,8733.60594259,9071.10624199,8392.37231139
Prevalence,Vanuatu,Both,All Ages,Cardiovascular diseases,Percent,2003,0.0427377634123,0.0443984224726,0.0410572614331
Prevalence,Vanuatu,Both,All Ages,Cardiovascular diseases,Rate,2003,4198.586762559999,4360.8363876,4034.5423785700004
Prevalence,Mozambique,Both,All Ages,Cardiovascular diseases,Number,2004,621281.015036,646211.401211,598138.179753
Prevalence,Mozambique,Both,All Ages,Cardiovascular diseases,Percent,2004,0.0326692397303,0.0339771198078,0.0314503921676
Prevalence,Mozambique,Both,All Ages,Cardiovascular diseases,Rate,2004,3223.23717343,3352.5772715900002,3103.17097927
